Ticker,DCF Market Cap (B),DDM Market Cap (B),Multiples Market Cap (B),Median Market Cap (B),Current Price,Forecast Price (30d),Forecast Change (%),Current Market Cap (B),Forecast Market Cap (B)
KIM,,9.23,4.95,7.09,20.809999465942383,20.85,0.19,14.092531712,14.119620000000001
KKR,,8.44,,8.44,142.6699981689453,142.88,0.15,132.042080256,127.29736546304
KLAC,33.67,26.4,78.45,33.67,914.7999877929688,913.05,-0.19,120.974065664,120.74264505
KMB,146.56,94.68,36.22,94.68,136.16000366210938,135.94,-0.16,45.175164928,45.1021732
KMI,,53.95,10.96,32.455,26.889999389648438,27.08,0.71,59.7517312,60.1739264
KMPR,,1.61,4.44,3.0250000000000004,50.27000045776367,50.23,-0.08,3.154080512,3.151570844
KMX,28.44,,-5.24,11.600000000000001,54.959999084472656,54.98,0.04,8.247956992,8.25095856
KNSL,,0.36,5.68,3.02,438.8699951171875,439.17,0.07,10.225671168,10.232661
KNX,37.89,2.07,7.67,7.67,41.11000061035156,41.24,0.32,6.67223552,6.69333448
KR,228.68,32.26,70.55,70.55,74.23999786376953,74.07,-0.23,49.084219392,48.97182254975999
KRC,43.57,3.69,2.17,3.69,37.810001373291016,37.7,-0.29,4.516215808,4.4596838
KRMN,,,0.53,0.53,45.779998779296875,46.55,1.68,6.057700864,6.1595891
KSS,85.43,0.9,7.72,7.72,11.119999885559082,11.13,0.09,1.245907072,1.24702746
KVUE,73.66,41.75,32.06,41.75,21.34000015258789,21.37,0.14,40.95295488,41.010524874240005
LAMR,,,10.27,10.27,115.5,116.76,1.09,11.826044928,10.2713772
LAZ,-1.07,3.57,,1.25,51.79999923706055,51.76,-0.08,4.88771328,4.883939024
LDOS,45.13,58.92,29.45,45.13,176.5,176.78,0.16,22.644420608,22.68034366
LEA,39.71,3.86,16.94,16.94,95.88999938964844,95.85,-0.04,5.101933056,5.099804685
LEG,10.61,1.73,2.95,2.95,8.600000381469727,8.59,-0.12,1.164018688,1.16266515872
LEN,73.3,10.73,54.38,54.38,120.8499984741211,120.62,-0.19,31.143890944,27.45335324
LH,22.36,8.87,18.29,18.29,265.8500061035156,265.2,-0.24,22.092136448,22.03812
LHX,58.01,23.94,28.68,28.68,269.7200012207031,269.86,0.05,50.463264768,50.489458858880006
LITE,11.06,,-2.08,4.49,116.2699966430664,115.93,-0.29,8.06913792,8.045542
LNG,361.97,13.95,28.47,28.47,230.8300018310547,232.02,0.52,50.729046016,50.99057136
LNT,101.07,14.31,5.34,14.31,65.63999938964844,65.66,0.03,16.867444736,16.86647816
LRCX,49.23,24.14,94.96,49.23,101.75,101.43,-0.31,129.094295552,128.68829495424
LSCC,1.39,,1.1,1.245,61.5099983215332,60.96,-0.89,8.420472832,8.34518016
LSTR,4.8,1.33,2.97,2.97,127.08000183105469,127.57,0.39,4.403766784,4.420746995
LULU,,,35.34,35.34,189.42999267578125,189.17,-0.14,22.703374336,21.70328493
LUV,131.01,6.34,15.17,15.17,29.6200008392334,29.61,-0.03,15.556069376,15.55081668
LVS,167.71,21.81,34.83,34.83,52.630001068115234,52.62,-0.02,36.128075776,36.121210321919996
LW,37.02,8.53,9.91,9.91,51.54999923706055,51.8,0.48,7.183750656,7.218589414399999
LYB,152.39,42.03,12.83,42.03,49.060001373291016,49.3,0.49,15.780050944,15.8572464
LYFT,5.68,,2.24,3.96,13.40999984741211,13.4,-0.07,5.452419072,5.3320075072
M,47.69,3.06,12.42,12.42,12.079999923706055,12.08,0.0,3.280203264,3.2802032
MMM,47.29,29.41,48.96,47.29,153.3000030517578,153.09,-0.14,81.652187136,81.54032914944
MO,221.53,223.42,117.38,221.53,64.19000244140625,64.04,-0.23,107.832147968,107.58015867392001
MORN,8.26,2.11,4.93,4.93,258.9200134277344,259.23,0.12,10.920650752,10.933725171
MOS,,5.18,12.58,8.879999999999999,31.979999542236328,32.09,0.34,10.149747712,10.184659506560001
MP,,,-0.84,-0.84,74.31999969482422,74.79,0.63,13.15976704,13.24298991168
MS,,121.11,,121.11,143.17999267578125,143.36,0.13,228.563943424,228.85129781248
MSA,6.51,1.81,4.3,4.3,174.17999267578125,174.27,0.05,6.817962496,6.821485464
MSCI,24.43,10.84,12.62,12.62,546.6799926757812,548.07,0.25,42.29400576,42.401545164000005
MSI,19.73,41.13,43.58,41.13,453.4100036621094,452.99,-0.09,75.539922944,75.46994596
MSM,11.87,4.52,3.61,4.52,86.0999984741211,86.04,-0.07,4.793686528,4.790345832
MTB,,40.63,,40.63,187.1699981689453,187.15,-0.01,29.248866304,29.2457418528
MTN,27.8,13.85,7.64,13.85,148.72000122070312,148.74,0.01,5.525304832,5.526047976
MTSI,0.4,,2.8,1.5999999999999999,120.94000244140625,123.88,2.43,9.006559232,9.225504148479999
MUSA,43.14,17.39,9.53,17.39,377.8999938964844,376.64,-0.33,7.290597888,7.266289536
NBIX,7.46,,7.5,7.48,125.01000213623047,124.89,-0.1,12.398680064,12.386778034559999
NCLH,35.69,,15.97,25.83,24.0,24.03,0.13,10.846487552,10.86004591776
NCNO,0.1,,0.32,0.21000000000000002,26.190000534057617,26.31,0.46,3.03652096,3.05043402
NDAQ,45.4,16.11,19.17,19.17,96.8499984741211,96.87,0.02,55.572045824,55.58352242496
NDSN,11.76,4.08,5.95,5.95,211.0399932861328,211.16,0.06,11.925638144,11.932419324
NEE,563.04,115.83,40.33,115.83,72.41000366210938,72.43,0.03,149.113192448,149.15437354112004
NEM,186.28,66.17,94.21,94.21,68.9800033569336,68.74,-0.35,75.7710848,75.50745629951999
NEU,19.27,4.39,5.87,5.87,738.1699829101562,735.49,-0.36,6.936302592,6.9111200438000004
NFE,170.85,1.8,-5.71,1.8,2.7200000286102295,2.73,0.37,0.745818624,0.74856058368
NFG,,4.56,6.23,5.395,87.88999938964844,87.75,-0.16,7.94205696,7.9294059
NFLX,297.19,,151.79,224.49,1211.6400146484375,1216.42,0.39,514.8573696,516.88850438272
NI,190.39,14.42,8.33,14.42,42.279998779296875,42.32,0.09,19.907749888,19.92658393856
NKE,,46.59,51.85,49.22,74.19000244140625,74.2,0.01,109.571211264,88.1510816256
NLY,,25.5,,25.5,20.600000381469727,20.59,-0.05,13.226766336,13.220345498879999
NNN,,8.27,3.66,5.965,41.84000015258789,41.85,0.02,7.898638848,7.9005267
NOC,354.27,153.56,48.85,153.56,581.1099853515625,581.77,0.11,83.20507904,83.29957856416
NOV,25.22,2.58,6.41,6.41,11.899999618530273,11.92,0.17,4.419243008,4.42667070464
NRG,54.59,5.26,9.39,9.39,152.5399932861328,151.86,-0.45,29.505964032,29.37443287488
NSA,25.29,2.73,1.2,2.73,29.760000228881836,29.73,-0.1,4.378023424,2.28222345
NSC,133.19,19.61,44.57,44.57,280.0299987792969,280.0,-0.01,62.825848832,62.81912
NTAP,14.92,10.86,24.63,14.92,106.20999908447266,106.28,0.07,21.25251584,21.266522570240003
NTNX,11.38,,3.6,7.49,71.5999984741211,71.6,0.0,19.194312704,19.1943126272
NTRA,-1.81,,-2.66,-2.2350000000000003,151.9499969482422,152.8,0.56,20.854833152,20.8964683776
NTRS,,11.79,,11.79,125.6500015258789,125.56,-0.07,23.956553728,23.93939415552
NU,,,,,12.300000190734863,12.28,-0.16,59.34024704,46.3423858176
NUE,136.96,6.14,26.8,26.8,138.97999572753906,139.02,0.03,32.069773312,32.079005132160006
NVDA,463.62,13.92,1349.46,463.62,182.6999969482422,182.17,-0.29,4456.467922944,4442.689161953279
NVR,31.83,,25.13,28.479999999999997,7858.68017578125,7853.35,-0.07,21.71431936,21.699591385
NVST,7.05,,3.64,5.345,20.239999771118164,20.25,0.05,3.363523584,3.3651855
NVT,7.24,2.0,5.44,5.44,88.68000030517578,88.83,0.17,14.272780288,14.29692272064
NWL,34.78,2.59,3.53,3.53,4.880000114440918,4.87,-0.2,2.045208064,2.041017
NWS,9.89,0.77,13.87,9.89,32.95000076293945,32.99,0.12,16.94605312,6.21901088
NWSA,9.89,1.53,13.87,9.89,28.520000457763672,28.59,0.25,16.946071552,10.76150472
NXST,50.09,5.72,15.32,15.32,186.8000030517578,186.74,-0.03,5.662841856,5.6610231
NYT,3.2,2.78,6.58,3.2,57.4900016784668,57.51,0.03,9.360464896,9.31880538
O,,62.25,22.07,42.16,57.439998626708984,57.48,0.07,52.517736448,52.55310134016
OC,47.64,3.67,20.64,20.64,143.8800048828125,143.94,0.04,12.032339968,12.037356744
ODFL,32.06,3.96,17.9,17.9,144.4600067138672,144.46,-0.0,30.360870912,30.36086928
OGE,67.57,8.91,6.02,8.91,45.369998931884766,45.36,-0.02,9.137291264,9.135277562879999
OGN,208.87,1.14,12.92,12.92,9.220000267028809,9.24,0.22,2.396886528,2.40208584
OHI,,18.66,6.0,12.33,39.95000076293945,39.97,0.05,12.11323904,11.79115
OKE,130.61,44.9,12.11,44.9,74.45999908447266,74.46,0.0,46.891634688,46.891634142719994
OKTA,6.53,,3.3,4.915,91.55000305175781,92.19,0.7,16.027932672,15.41075770752
OLED,,2.15,4.98,3.5650000000000004,137.64999389648438,137.73,0.06,6.543082496,6.546885365999999
OLLI,,,3.1,3.1,135.10000610351562,135.34,0.18,8.287182848,8.301904474
OLN,11.71,1.26,3.18,3.18,18.920000076293945,18.92,-0.0,2.16902656,2.16902664
OMC,25.83,15.01,28.61,25.83,72.94000244140625,72.79,-0.21,14.130156544,14.101097752320001
OMF,,10.31,,10.31,55.83000183105469,55.83,-0.0,6.636512256,6.6365121
ON,17.79,,25.61,21.7,47.65999984741211,47.3,-0.76,19.491700736,19.3444709568
ONON,0.9,,4.1,2.5,45.65999984741211,45.81,0.33,14.890866688,13.405517363520001
ONTO,,,4.81,4.81,102.87999725341797,101.66,-1.19,5.041490432,4.974874424
ORCL,532.42,147.73,249.84,249.84,250.0500030517578,250.39,0.14,702.347935744,703.3029316812799
ORI,,9.94,11.98,10.96,37.36000061035156,37.23,-0.35,9.282839552,9.2505381
ORLY,110.52,,37.22,73.87,103.33000183105469,103.23,-0.1,87.71280896,87.62792020416
OSK,,1.93,10.66,6.295,134.36000061035156,134.53,0.13,8.599079936,8.609960359
OTIS,,14.51,18.51,16.51,87.47000122070312,87.32,-0.17,34.329788416,34.27091769856
OVV,,4.85,22.23,13.54,39.900001525878906,39.91,0.03,10.255776768,10.25834635072
OXY,,17.42,64.04,40.730000000000004,44.31999969482422,44.23,-0.2,43.630379008,43.5417812
OZK,,6.17,,6.17,47.9900016784668,47.94,-0.1,5.405641728,5.40000954
PAG,64.7,15.81,9.68,15.81,174.8300018310547,174.32,-0.29,11.54654208,11.512859808
PANW,3.93,,21.0,12.465,167.05999755859375,167.6,0.32,111.585386496,111.9460736
PATH,,,0.16,0.16,10.65999984741211,10.74,0.75,5.703515648,4.91447346816
PAYC,14.43,8.05,8.0,8.05,229.85000610351562,229.82,-0.01,12.930579456,12.928891812
PAYX,39.35,107.51,34.19,39.35,141.19000244140625,141.03,-0.11,50.862850048,50.80521132
PCAR,,15.67,35.69,25.68,97.33999633789062,97.35,0.01,51.113525248,51.11877782879999
PCTY,,,5.25,5.25,176.94000244140625,176.95,0.01,9.760293888,9.76084512
PEG,259.95,37.59,14.58,37.59,87.68000030517578,87.75,0.08,43.759333376,43.79427
PEGA,5.04,1.76,4.69,4.69,51.220001220703125,51.24,0.04,8.762768384,8.76619003008
PEN,1.78,,2.99,2.3850000000000002,240.49000549316406,240.32,-0.07,9.378893824,9.372263712
PENN,45.99,,-2.28,21.855,16.959999084472656,17.01,0.29,2.47624448,2.47706424
PEP,575.4,338.47,147.3,338.47,145.2100067138672,144.81,-0.28,198.804127744,198.25648406784
PFGC,23.21,,9.08,16.145,96.94000244140625,97.06,0.12,15.131462656,15.15019323648
PH,46.26,14.13,41.35,41.35,727.739990234375,727.29,-0.06,92.989161472,92.93166162
PHM,31.84,4.46,42.54,31.84,121.63999938964844,121.52,-0.1,23.999328256,23.97565296
PK,20.67,2.09,1.46,2.09,10.170000076293945,10.19,0.2,2.033125376,2.03712366
PKG,30.32,20.03,19.83,20.03,196.42999267578125,196.54,0.06,17.674534912,17.684433352
PLTR,-10.0,,14.61,2.3049999999999997,186.9600067138672,188.66,0.91,443.532705792,429.06188556288
PNR,16.85,3.19,9.23,9.23,102.72000122070312,102.73,0.01,16.838992896,16.84063245184
PODD,3.41,,6.05,4.73,307.1000061035156,305.14,-0.64,21.617534976,21.47956622944
PR,,5.79,21.53,13.66,13.260000228881836,13.26,-0.0,10.631616512,9.31819958784
PRGO,22.75,11.62,8.08,11.62,22.549999237060547,22.63,0.35,3.102496768,3.11350347104
PSA,73.5,41.15,24.86,41.15,281.739990234375,281.72,-0.01,49.43212544,49.42861690624
PSN,18.72,,6.94,12.83,77.61000061035156,77.55,-0.08,8.288282624,8.2818747
PSTG,8.03,,4.59,6.31,58.58000183105469,58.74,0.27,19.14582016,19.19811168
PVH,14.71,0.11,8.15,8.15,72.9000015258789,73.12,0.3,3.504529152,3.515105072
PWR,47.46,1.13,18.52,18.52,386.1499938964844,386.79,0.17,57.538666496,57.63403074
PYPL,106.89,,61.89,84.39,67.6500015258789,67.75,0.15,64.631320576,64.726858416
QCOM,139.06,132.82,200.51,139.06,147.55999755859375,147.4,-0.11,159.2172544,159.04460943360002
QDEL,52.79,,5.06,28.925,23.90999984741211,23.89,-0.08,1.6235008,1.62214284944
QGEN,4.42,2.48,12.89,4.42,48.040000915527344,48.12,0.17,10.416705536,10.43405208
QRVO,6.98,,9.66,8.32,88.08999633789062,87.88,-0.24,8.16191744,8.14246023552
QS,-0.5,,-4.06,-2.28,8.760000228881836,8.8,0.46,4.958352896,4.601863270400001
QXO,-37.14,,3.5,-16.82,19.280000686645508,19.3,0.1,12.924020736,12.9374267456
R,121.69,3.13,19.48,19.48,177.6999969482422,177.55,-0.08,7.248489472,7.24237103
RAL,,,,,45.0,,,5.084550144,
RARE,-14.51,,-6.64,-10.575,27.540000915527344,27.52,-0.07,2.654073856,2.652146432
RBA,32.79,6.38,8.71,8.71,114.11000061035156,113.83,-0.25,21.222520832,21.12673508064
RBC,4.49,,4.18,4.335,398.07000732421875,398.33,0.07,12.564124672,12.572330458
RBLX,-4.86,,-10.01,-7.4350000000000005,128.7100067138672,129.19,0.37,89.227821056,83.33181637055999
RBRK,,,-6.72,-6.72,87.41000366210938,87.65,0.27,16.913222656,10.83029695
RCL,93.09,9.71,55.27,55.27,301.44000244140625,299.63,-0.6,81.879547904,81.38789764
RDDT,,,3.91,3.91,215.44000244140625,216.21,0.36,40.320888832,29.09883906
REG,,8.4,5.11,6.755000000000001,71.91999816894531,72.11,0.26,13.136187392,13.09178625312
REGN,214.25,50.03,64.17,64.17,563.0,564.11,0.2,59.670679552,58.7633387
REXR,14.27,6.39,3.74,6.39,36.720001220703125,36.73,0.03,8.991039488,8.69296256
REYN,24.33,22.03,6.28,22.03,22.850000381469727,22.78,-0.31,4.8059264,4.79120331776
RF,,24.19,,24.19,24.920000076293945,24.93,0.04,22.236315648,22.24523764224
RGA,,12.15,15.19,13.67,186.4499969482422,186.15,-0.16,12.323188736,12.30336087
RGEN,1.36,,1.7,1.53,111.43000030517578,111.55,0.11,6.26878464,6.27553528
RGLD,,3.73,4.64,4.185,168.97000122070312,168.66,-0.18,11.123480576,11.103073326
RH,7.49,,2.1,4.795,215.0399932861328,215.41,0.17,4.028215296,4.035146284
RHI,,4.97,2.35,3.66,34.20000076293945,34.22,0.06,3.47947392,3.48150858
RITM,,7.53,,7.53,12.270000457763672,12.26,-0.08,6.50668288,6.50137992
RIVN,-10.18,,-30.1,-20.14,11.789999961853027,11.88,0.76,14.30633984,14.3690976
RJF,,9.75,,9.75,164.9199981689453,164.98,0.04,32.882409472,32.894372319999995
RKT,,,-8.96,-8.96,16.809999465942383,16.86,0.3,35.48069888,2.333424
RL,21.26,2.67,13.59,13.59,288.260009765625,287.68,-0.2,17.461147648,11.13120224
RLI,,2.89,4.13,3.51,66.54000091552734,66.62,0.12,6.110335488,6.117681556480001
RMD,33.27,12.72,25.1,25.1,283.8999938964844,283.68,-0.08,41.627406336,41.59514962944
RNG,8.36,,3.32,5.84,28.75,27.88,-3.03,2.60310272,2.250981016
RNR,,13.36,60.15,36.754999999999995,240.3699951171875,240.38,0.0,11.313302528,11.313773156
ROIV,8.4,,-9.48,-0.54,11.489999771118164,11.47,-0.17,7.845555712,7.828492654720001
ROK,39.71,8.93,12.98,12.98,333.2300109863281,332.98,-0.08,37.466382336,37.43827332
ROKU,-0.66,,3.5,1.42,83.20999908447266,83.11,-0.12,12.259412992,10.82524372
ROL,14.29,22.64,8.79,14.29,58.63999938964844,58.58,-0.1,28.419289088,28.3902112
ROP,65.95,19.18,35.03,35.03,534.3800048828125,535.54,0.22,57.506770944,57.63160155999999
ROST,60.53,15.68,35.42,35.42,145.22000122070312,144.92,-0.21,47.497252864,47.39913047935999
RPM,17.12,5.3,6.94,6.94,119.6500015258789,119.59,-0.05,15.360188416,15.35248584
RPRX,,22.11,,22.11,37.58000183105469,37.59,0.03,21.915680768,16.24989356928
RRC,,2.16,5.61,3.8850000000000002,34.58000183105469,34.6,0.06,8.236645376,8.2414088768
RRX,28.54,1.67,7.51,7.51,139.0,138.31,-0.5,9.226013696,9.180215602
RS,50.7,5.93,9.95,9.95,285.0299987792969,285.04,0.0,14.99072512,14.991251240000002
RSG,150.99,26.07,38.84,38.84,235.2100067138672,234.92,-0.12,73.43632384,73.34578272
RTX,313.84,110.53,103.26,110.53,154.86000061035156,155.09,0.15,207.286304768,207.59417356288
RVMD,-17.11,,-9.84,-13.475,35.0,35.14,0.4,6.542654464,6.56882533888
RVTY,19.36,0.95,8.79,8.79,86.83999633789062,86.93,0.1,10.079778816,10.09022589
RYAN,,2.85,4.08,3.465,58.4900016784668,58.36,-0.22,15.441302528,7.4724144
RYN,,2.83,5.22,4.025,26.049999237060547,25.88,-0.65,4.085890304,4.00521447296
SARO,,,3.84,3.84,27.56999969482422,27.62,0.18,9.221117952,9.23784088192
SBUX,143.64,97.38,43.52,97.38,92.12000274658203,91.95,-0.18,104.7128064,104.51956794240002
SCCO,,53.47,55.4,54.435,100.0999984741211,100.12,0.02,80.487202816,80.50328495616
SCHW,,54.45,,54.45,97.08000183105469,97.16,0.08,176.39145472,176.53680364544
SF,,4.36,,4.36,111.63999938964844,111.67,0.03,11.406594048,11.40965891
SFD,,,15.34,15.34,25.530000686645508,25.36,-0.67,10.036174848,9.96934547712
SGI,11.42,3.12,1.89,3.12,74.94999694824219,74.87,-0.11,15.633444864,15.616758351040001
SHC,6.88,,4.97,5.925,13.970000267028809,14.02,0.36,3.965454592,3.9796472121599997
SJM,51.44,30.48,16.41,30.48,110.72000122070312,110.64,-0.07,11.812052992,11.80351776
SMCI,-36.61,,19.49,-8.56,44.599998474121094,45.67,2.4,26.61808128,27.256677329280002
SMMT,16.46,,-2.78,6.840000000000001,28.65999984741211,28.51,-0.52,21.284806656,21.17340720384
SNA,18.5,12.33,13.83,13.83,321.79998779296875,321.57,-0.07,16.78618112,16.774184538
SNOW,-22.3,,-18.03,-20.165,191.72999572753906,193.77,1.06,63.972245504,64.65290755968
SNPS,-21.23,,25.31,2.039999999999999,619.4199829101562,620.05,0.1,114.619949056,114.73653219999998
SNV,,4.47,,4.47,47.869998931884766,47.88,0.02,6.644547584,6.64593552
SNX,16.34,5.06,21.35,16.34,146.57000732421875,147.08,0.35,12.08720384,12.129261656320002
SO,842.75,114.92,50.72,114.92,94.69000244140625,94.7,0.01,104.163745792,104.1747395456
SOFI,,,,,22.100000381469727,22.1,-0.0,26.463645696,26.4355772928
SOLV,,,10.9,10.9,73.38999938964844,73.53,0.19,12.724872192,12.74914669824
SON,,15.44,7.64,11.54,45.43000030517578,45.33,-0.22,4.480811008,4.47094794432
SPB,53.39,1.12,2.3,2.3,56.33000183105469,56.38,0.09,1.363580416,1.36479066
SPGI,69.64,25.11,61.08,61.08,556.8699951171875,557.46,0.11,170.012409856,170.192538
SPOT,-17.06,,28.86,5.9,705.8900146484375,704.74,-0.16,145.256628224,145.01998772
SPR,0.48,,-19.67,-9.595,39.900001525878906,39.86,-0.1,4.685018112,4.68032134
SSB,,8.71,,8.71,92.22000122070312,92.24,0.02,9.33349376,9.33551816
SSNC,27.57,8.15,22.38,22.38,86.80000305175781,86.79,-0.01,21.198383104,21.19593989568
STAG,13.17,5.16,2.93,5.16,34.630001068115234,34.63,-0.0,6.603802624,6.46531683296
STE,,7.19,18.22,12.705,242.85000610351562,241.3,-0.64,23.918442496,23.76578178
STLD,76.15,4.49,12.41,12.41,123.0199966430664,123.04,0.02,18.262810624,18.26578016
STT,,15.64,,15.64,111.08000183105469,111.13,0.05,31.51284224,31.527026239039998
STWD,,9.75,,9.75,19.8799991607666,19.84,-0.2,7.489571328,7.28403791872
STZ,105.97,21.93,31.04,31.04,170.60000610351562,170.75,0.09,30.080362496,30.0974195
SUI,,10.33,9.55,9.940000000000001,125.33000183105469,125.35,0.02,16.342781952,15.68817925
SW,,30.32,38.34,34.33,43.630001068115234,43.67,0.09,22.7803136,22.80119840064
SWK,41.36,9.33,7.83,9.33,69.31999969482422,69.17,-0.22,10.730181632,10.70696264
SWKS,13.99,17.19,12.94,13.99,71.08000183105469,70.81,-0.38,10.550262784,10.51018668
SYF,,7.43,,7.43,69.43000030517578,69.51,0.12,25.831985152,25.86175046784
SYK,,37.6,70.3,53.95,377.5799865722656,377.85,0.07,144.35147776,144.45470297280002
SYY,76.72,25.17,36.74,36.74,80.6500015258789,80.67,0.02,38.510051328,38.51960232
T,1924.96,381.3,425.07,425.07,28.079999923706055,28.07,-0.04,200.782938112,200.7114405632
TDC,7.79,,3.87,5.83,20.530000686645508,20.53,-0.0,1.94008512,1.940085
TDY,16.37,,18.86,17.615000000000002,545.9299926757812,546.37,0.08,25.59783936,25.618469745
TEAM,3.33,,1.14,2.235,168.05999755859375,168.36,0.18,44.116758528,27.820646853120003
TEM,,,-2.72,-2.72,60.869998931884766,61.2,0.54,10.537570304,10.2860064
TER,12.43,1.5,10.21,10.21,107.47000122070312,107.58,0.1,17.099660288,17.11318092
TFSL,,11.62,,11.62,12.710000038146973,12.7,-0.08,3.569438208,3.5666297983999997
TFX,19.59,1.44,10.33,10.33,118.41000366210938,118.25,-0.14,5.232869376,5.2257986
TGT,157.05,35.25,83.79,83.79,105.4000015258789,105.06,-0.32,47.890178048,47.73569364096
THC,49.15,,47.08,48.114999999999995,165.5800018310547,165.88,0.18,14.629158912,14.65566388
TLN,,,1.83,1.83,374.67999267578125,374.96,0.07,17.11736832,17.130160088
TMO,340.33,24.44,115.04,115.04,460.7200012207031,460.71,-0.0,173.973405696,173.96962452
TMUS,1020.94,194.15,298.85,298.85,244.97999572753906,244.58,-0.16,275.705397248,275.25523142656
TPL,,2.26,4.52,3.3899999999999997,862.0999755859375,857.53,-0.53,19.817351168,19.712299369
TPR,-55.68,5.55,15.46,5.55,109.08999633789062,109.36,0.25,22.65690112,22.7129784
TRGP,108.2,13.39,12.46,13.39,165.08999633789062,165.16,0.04,35.526045696,35.54111072
TSLA,103.48,,159.8,131.64000000000001,329.6499938964844,329.19,-0.14,1063.350173696,1061.78588023296
TTEK,5.25,1.54,5.71,5.25,36.869998931884766,36.91,0.11,9.688439808,9.69895113472
TTWO,19.87,,6.16,13.015,217.3699951171875,218.07,0.32,40.09824256,40.2273729
TXG,-1.16,,-1.11,-1.135,12.289999961853027,12.25,-0.33,1.513316864,1.36088925
TXN,163.91,251.33,102.45,163.91,187.22000122070312,187.04,-0.1,170.208641024,170.04498896895998
TXRH,15.04,7.95,7.85,7.95,172.83999633789062,175.02,1.26,11.485321216,11.611124334
TXT,35.8,0.26,12.5,12.5,77.0199966430664,77.08,0.08,13.72534784,13.73604078336
U,-1.7,,-1.91,-1.805,33.25,33.3,0.15,14.048723968,14.069849932799999
UA,,,3.44,3.44,5.190000057220459,5.25,1.16,2.267381248,1.064952
UAA,,,3.44,3.44,5.440000057220459,5.51,1.29,2.267381248,1.0404147740799998
UAL,316.58,,66.91,191.745,89.29000091552734,89.43,0.16,28.906031104,28.951352760000002
UBER,69.14,,72.43,70.785,89.55999755859375,89.62,0.07,186.770210816,186.89534326784
UDR,22.91,11.24,4.33,11.24,38.09000015258789,38.06,-0.08,14.373147648,12.611067124480002
UGI,52.91,5.24,7.87,7.87,35.11000061035156,35.15,0.11,7.545981952,7.5545786
UHS,64.66,0.93,27.2,27.2,172.3000030517578,172.81,0.3,11.103081472,9.882952057
UI,7.09,4.19,10.65,7.09,469.2099914550781,467.48,-0.37,28.383076352,28.278426176
ULTA,,,20.56,20.56,498.2099914550781,499.34,0.23,22.392346624,22.443135904
UNH,761.51,641.77,399.4,641.77,250.88999938964844,250.81,-0.03,227.592339456,227.51977537408
UNM,,29.51,21.59,25.55,69.38999938964844,69.38,-0.01,11.818018816,11.81631538496
UNP,235.26,64.73,92.02,92.02,222.24000549316406,222.3,0.03,131.797213184,131.832792
UPS,224.02,91.88,93.5,93.5,86.66999816894531,86.55,-0.14,73.4588928,63.704522342400004
URI,116.56,5.65,31.66,31.66,858.969970703125,859.02,0.01,55.267160064,55.270377624
USFD,29.56,,13.55,21.555,80.05999755859375,80.11,0.06,18.027270144,18.03852892
UTHR,21.8,,24.29,23.045,301.5,301.23,-0.09,13.635729408,13.623518349
UWMC,,1.22,-3.58,-1.1800000000000002,4.519999980926514,4.49,-0.66,9.868606464,0.98167118592
V,438.6,113.4,260.96,260.96,336.7799987792969,336.65,-0.04,653.669761024,571.8606435455999
VEEV,,,16.77,16.77,282.1300048828125,282.29,0.06,46.10342912,46.12957348
VFC,6.2,2.33,4.22,4.22,11.829999923706055,11.86,0.25,4.620999168,4.6327175251199995
VICI,59.33,41.28,19.48,41.28,32.900001525878906,32.96,0.18,35.083575296,35.14755467264
VIK,,,13.79,13.79,56.58000183105469,56.61,0.05,25.073881088,17.854058522880003
VIRT,16.78,3.45,,10.115,42.439998626708984,42.53,0.21,9.037852672,3.5970894108800002
VKTX,,,,,37.88999938964844,37.61,-0.74,4.260540928,4.22905645
VLO,140.18,24.07,26.73,26.73,133.2899932861328,133.4,0.08,41.406803968,41.4409768
VLTO,,,12.09,12.09,107.69999694824219,107.68,-0.02,26.726938624,26.721975618560002
VMC,58.68,6.42,13.82,13.82,286.5199890136719,286.34,-0.06,37.856165888,37.83238616
VMI,12.48,0.99,5.36,5.36,368.20001220703125,368.08,-0.03,7.267716096,7.26534708
VNO,,1.69,1.76,1.725,36.90999984741211,37.04,0.35,7.704925184,7.113198343680001
VNOM,,,4.76,4.76,37.810001373291016,37.73,-0.21,10.909734912,4.94576159
VNT,9.77,0.44,8.53,8.53,40.54999923706055,40.56,0.02,5.9486848,5.950152
VOYA,,4.64,6.25,5.445,71.04000091552734,71.28,0.34,6.84952064,6.872660784
VRSK,31.46,6.23,11.82,11.82,265.0400085449219,265.02,-0.01,37.030068224,37.02727142016
VRSN,33.72,33.12,15.38,33.12,271.8900146484375,271.96,0.03,25.396865024,25.403402855999996
VRT,11.41,0.68,17.48,11.41,139.92999267578125,139.92,-0.01,53.434646528,53.43083175935999
VRTX,146.39,,68.71,107.54999999999998,366.5400085449219,374.15,2.08,93.97755904,95.9286956432
VST,141.81,4.19,42.47,42.47,202.1199951171875,203.38,0.62,68.585783296,69.01334216
VSTS,,,1.0,1.0,4.829999923706055,4.87,0.83,0.6367872,0.6420608
VTR,48.58,16.38,7.92,16.38,68.56999969482422,68.54,-0.04,31.163076608,31.149442888320003
VTRS,277.14,16.76,40.75,40.75,9.699999809265137,9.73,0.31,11.30893824,11.34391463296
VVV,24.17,,5.32,14.745000000000001,38.400001525878906,38.16,-0.63,4.881216,4.8507084
VZ,3594.64,1279.6,462.67,1279.6,43.150001525878906,43.12,-0.07,181.934211072,181.8077184
